County,Year,Measurement_avg pm25
Rowley,2023,7.222499999999999
Rowley,2024,6.2225
Royalston,2017,9.1
Royalston,2018,8.7
Royalston,2019,7.9
Royalston,2020,7.4
Royalston,2021,7.8
Royalston,2022,7.3
Royalston,2023,7.3
Royalston,2024,7.3
Russell,2017,9.3
Russell,2018,8.9
Russell,2019,7.8
Russell,2020,7.3
Russell,2021,7.9
Russell,2022,7.3
Russell,2023,7.5
Russell,2024,7.2
Rutland,2017,9.7
Rutland,2018,9.2
Rutland,2019,8.2
Rutland,2020,7.6
Rutland,2021,8.2
Rutland,2022,7.7
Rutland,2023,7.7
Rutland,2024,7.1
Salem,2017,9.4125
Salem,2018,8.4125
Salem,2019,7.6125
Salem,2020,7.2124999999999995
Salem,2021,8.0125
Salem,2022,7.2124999999999995
Salem,2023,6.9125000000000005
Salem,2024,5.9125000000000005
Salisbury,2017,10.52421875
Salisbury,2018,10.02421875
Salisbury,2019,9.32421875
Salisbury,2020,8.82421875
Salisbury,2021,9.62421875
Salisbury,2022,9.02421875
Salisbury,2023,8.724218749999999
Salisbury,2024,7.82421875
Sandisfield,2017,9.0
Sandisfield,2018,8.7
Sandisfield,2019,7.6
Sandisfield,2020,7.2
Sandisfield,2021,7.6
Sandisfield,2022,7.1
Sandisfield,2023,7.3
Sandisfield,2024,7.1
Sandwich,2017,8.332142857142857
Sandwich,2018,8.032142857142857
Sandwich,2019,7.132142857142856
Sandwich,2020,6.832142857142857
Sandwich,2021,7.232142857142858
Sandwich,2022,6.532142857142857
Sandwich,2023,6.432142857142857
Sandwich,2024,5.732142857142858
Saugus,2017,11.86465909090909
Saugus,2018,10.66465909090909
Saugus,2019,9.86465909090909
Saugus,2020,9.46465909090909
Saugus,2021,10.06465909090909
Saugus,2022,9.26465909090909
Saugus,2023,8.96465909090909
Saugus,2024,7.86465909090909
Savoy,2017,8.7
Savoy,2018,8.4
Savoy,2019,7.6
Savoy,2020,7.1
Savoy,2021,7.5
Savoy,2022,7.0
Savoy,2023,7.0
Savoy,2024,7.2
Scituate,2017,9.692
Scituate,2018,8.892000000000001
Scituate,2019,8.192
Scituate,2020,7.791999999999999
Scituate,2021,8.192
Scituate,2022,7.492
Scituate,2023,7.3919999999999995
Scituate,2024,6.292
Seekonk,2017,10.2
Seekonk,2018,9.8
Seekonk,2019,8.7
Seekonk,2020,8.2
Seekonk,2021,9.1
Seekonk,2022,8.0
Seekonk,2023,8.0
Seekonk,2024,7.1
Sharon,2017,11.38108552631579
Sharon,2018,10.181085526315789
Sharon,2019,9.281085526315788
Sharon,2020,8.781085526315788
Sharon,2021,9.48108552631579
Sharon,2022,8.681085526315789
Sharon,2023,8.38108552631579
Sharon,2024,7.281085526315789
Sheffield,2017,9.3
Sheffield,2018,8.8
Sheffield,2019,7.6
Sheffield,2020,7.2
Sheffield,2021,7.7
Sheffield,2022,7.0
Sheffield,2023,7.2
Sheffield,2024,7.4
Shelburne,2017,9.1
Shelburne,2018,8.7
Shelburne,2019,7.9
Shelburne,2020,7.3
Shelburne,2021,8.0
Shelburne,2022,7.4
Shelburne,2023,7.3
Shelburne,2024,7.4
Sherborn,2017,11.1
Sherborn,2018,10.1
Sherborn,2019,9.2
Sherborn,2020,8.6
Sherborn,2021,9.4
Sherborn,2022,8.6
Sherborn,2023,8.4
Sherborn,2024,7.4
Shirley,2017,10.4
Shirley,2018,9.6
Shirley,2019,8.6
Shirley,2020,8.1
Shirley,2021,8.7
Shirley,2022,8.2
Shirley,2023,8.0
Shirley,2024,7.6
Shrewsbury,2017,10.6
Shrewsbury,2018,9.8
Shrewsbury,2019,8.8
Shrewsbury,2020,8.2
Shrewsbury,2021,9.1
Shrewsbury,2022,8.3
Shrewsbury,2023,8.3
Shrewsbury,2024,7.5
Shutesbury,2017,9.7
Shutesbury,2018,9.1
Shutesbury,2019,8.1
Shutesbury,2020,7.6
Shutesbury,2021,8.4
Shutesbury,2022,7.8
Shutesbury,2023,7.7
Shutesbury,2024,7.4
Somerset,2017,10.221
Somerset,2018,9.621
Somerset,2019,8.721
Somerset,2020,8.221
Somerset,2021,8.921
Somerset,2022,8.021
Somerset,2023,7.921
Somerset,2024,7.121
Somerville,2017,12.16278409090909
Somerville,2018,10.862784090909091
Somerville,2019,10.16278409090909
Somerville,2020,9.76278409090909
Somerville,2021,10.26278409090909
Somerville,2022,9.362784090909091
Somerville,2023,8.962784090909091
Somerville,2024,7.762784090909091
South Hadley,2017,10.7
South Hadley,2018,9.9
South Hadley,2019,8.7
South Hadley,2020,8.2
South Hadley,2021,9.5
South Hadley,2022,8.4
South Hadley,2023,8.3
South Hadley,2024,7.8
Southampton,2017,10.1
Southampton,2018,9.4
Southampton,2019,8.3
Southampton,2020,7.8
Southampton,2021,8.8
Southampton,2022,7.9
Southampton,2023,7.9
Southampton,2024,7.5
Southborough,2017,9.9225
Southborough,2018,8.9225
Southborough,2019,8.0225
Southborough,2020,7.4225
Southborough,2021,8.2225
Southborough,2022,7.5225
Southborough,2023,7.4225
Southborough,2024,6.6225
Southbridge,2017,10.625
Southbridge,2018,9.925
Southbridge,2019,8.725000000000001
Southbridge,2020,8.125
Southbridge,2021,8.925
Southbridge,2022,8.225
Southbridge,2023,8.425
Southbridge,2024,7.425
Southwick,2017,10.3
Southwick,2018,9.7
Southwick,2019,8.4
Southwick,2020,7.9
Southwick,2021,8.9
Southwick,2022,7.9
Southwick,2023,8.0
Southwick,2024,7.6
Spencer,2017,10.0
Spencer,2018,9.4
Spencer,2019,8.4
Spencer,2020,7.8
Spencer,2021,8.5
Spencer,2022,7.9
Spencer,2023,7.9
Spencer,2024,7.1
Springfield,2017,10.908357771260997
Springfield,2018,10.008357771260998
Springfield,2019,8.708357771260998
Springfield,2020,8.108357771260998
Springfield,2021,9.608357771260998
Springfield,2022,8.308357771260997
Springfield,2023,8.308357771260997
Springfield,2024,7.708357771260997
Sterling,2017,10.1
Sterling,2018,9.4
Sterling,2019,8.4
Sterling,2020,7.9
Sterling,2021,8.5
Sterling,2022,7.9
Sterling,2023,7.9
Sterling,2024,7.4
Stockbridge,2017,9.3
Stockbridge,2018,8.8
Stockbridge,2019,7.8
Stockbridge,2020,7.4
Stockbridge,2021,7.9
Stockbridge,2022,7.3
Stockbridge,2023,7.4
Stockbridge,2024,7.4
Stoneham,2017,11.8
Stoneham,2018,10.5
Stoneham,2019,9.7
Stoneham,2020,9.3
Stoneham,2021,9.9
Stoneham,2022,9.1
Stoneham,2023,8.7
Stoneham,2024,7.7
Stoughton,2017,11.4
Stoughton,2018,10.2
Stoughton,2019,9.3
Stoughton,2020,8.8
Stoughton,2021,9.5
Stoughton,2022,8.6
Stoughton,2023,8.3
Stoughton,2024,7.1
Stow,2017,10.9
Stow,2018,9.9
Stow,2019,9.0
Stow,2020,8.4
Stow,2021,9.1
Stow,2022,8.5
Stow,2023,8.3
Stow,2024,7.7
Sturbridge,2017,9.46590909090909
Sturbridge,2018,8.665909090909091
Sturbridge,2019,7.565909090909091
Sturbridge,2020,6.965909090909091
Sturbridge,2021,7.765909090909091
Sturbridge,2022,7.0659090909090905
Sturbridge,2023,7.265909090909091
Sturbridge,2024,6.265909090909091
Sudbury,2017,10.36590909090909
Sudbury,2018,9.26590909090909
Sudbury,2019,8.36590909090909
Sudbury,2020,7.86590909090909
Sudbury,2021,8.565909090909091
Sudbury,2022,7.96590909090909
Sudbury,2023,7.765909090909091
Sudbury,2024,6.965909090909091
Sunderland,2017,9.8
Sunderland,2018,9.2
Sunderland,2019,8.2
Sunderland,2020,7.7
Sunderland,2021,8.6
Sunderland,2022,7.9
Sunderland,2023,7.8
Sunderland,2024,7.6
Sutton,2017,10.4
Sutton,2018,9.6
Sutton,2019,8.6
Sutton,2020,8.0
Sutton,2021,9.0
Sutton,2022,8.1
Sutton,2023,8.2
Sutton,2024,7.2
Swampscott,2017,10.9
Swampscott,2018,10.0
Swampscott,2019,9.2
Swampscott,2020,8.8
Swampscott,2021,9.4
Swampscott,2022,8.7
Swampscott,2023,8.4
Swampscott,2024,7.3
Swansea,2017,10.0
Swansea,2018,9.5
Swansea,2019,8.5
Swansea,2020,8.1
Swansea,2021,8.8
Swansea,2022,7.8
Swansea,2023,7.8
Swansea,2024,6.9
Taunton,2017,10.7
Taunton,2018,9.7
Taunton,2019,8.8
Taunton,2020,8.3
Taunton,2021,9.1
Taunton,2022,8.2
Taunton,2023,8.0
Taunton,2024,7.1
Templeton,2017,9.3
Templeton,2018,8.8
Templeton,2019,8.0
Templeton,2020,7.4
Templeton,2021,7.8
Templeton,2022,7.4
Templeton,2023,7.4
Templeton,2024,7.2
Tewksbury,2017,11.4
Tewksbury,2018,10.2
Tewksbury,2019,9.3
Tewksbury,2020,8.8
Tewksbury,2021,9.5
Tewksbury,2022,8.9
Tewksbury,2023,8.6
Tewksbury,2024,7.8
Tisbury,2017,8.2
Tisbury,2018,8.2
Tisbury,2019,7.4
Tisbury,2020,7.2
Tisbury,2021,7.5
Tisbury,2022,6.8
Tisbury,2023,6.8
Tisbury,2024,6.0
Tolland,2017,9.0875
Tolland,2018,8.6875
Tolland,2019,7.5874999999999995
Tolland,2020,7.0874999999999995
Tolland,2021,7.6875
Tolland,2022,7.0874999999999995
Tolland,2023,7.2875
Tolland,2024,6.9875
Topsfield,2017,8.899999999999999
Topsfield,2018,7.8999999999999995
Topsfield,2019,7.2
Topsfield,2020,6.7
Topsfield,2021,7.6000000000000005
Topsfield,2022,6.999999999999999
Topsfield,2023,6.6000000000000005
Topsfield,2024,5.6
Townsend,2017,9.9
Townsend,2018,9.2
Townsend,2019,8.3
Townsend,2020,7.8
Townsend,2021,8.2
Townsend,2022,7.8
Townsend,2023,7.7
Townsend,2024,7.3
Truro,2017,7.8
Truro,2018,8.1
Truro,2019,7.3
Truro,2020,6.9
Truro,2021,7.2
Truro,2022,6.6
Truro,2023,6.6
Truro,2024,6.0
Tyngsborough,2017,10.109375
Tyngsborough,2018,9.209375
Tyngsborough,2019,8.209375
Tyngsborough,2020,7.7093750000000005
Tyngsborough,2021,8.409374999999999
Tyngsborough,2022,7.909375
Tyngsborough,2023,7.609375000000001
Tyngsborough,2024,7.2093750000000005
Tyringham,2017,9.1
Tyringham,2018,8.7
Tyringham,2019,7.7
Tyringham,2020,7.3
Tyringham,2021,7.7
Tyringham,2022,7.1
Tyringham,2023,7.3
Tyringham,2024,7.2
Upton,2017,9.923863636363636
Upton,2018,9.123863636363637
Upton,2019,8.123863636363637
Upton,2020,7.523863636363636
Upton,2021,8.423863636363636
Upton,2022,7.623863636363637
Upton,2023,7.623863636363637
Upton,2024,6.6238636363636365
Uxbridge,2017,10.3
Uxbridge,2018,9.6
Uxbridge,2019,8.6
Uxbridge,2020,8.1
Uxbridge,2021,9.0
Uxbridge,2022,8.1
Uxbridge,2023,8.2
Uxbridge,2024,7.1
Wakefield,2017,10.930142857142856
Wakefield,2018,9.630142857142857
Wakefield,2019,8.830142857142857
Wakefield,2020,8.430142857142856
Wakefield,2021,9.130142857142857
Wakefield,2022,8.330142857142857
Wakefield,2023,7.930142857142856
Wakefield,2024,6.930142857142857
Wales,2017,10.0
Wales,2018,9.4
Wales,2019,8.2
Wales,2020,7.6
Wales,2021,8.4
Wales,2022,7.8
Wales,2023,7.9
Wales,2024,7.0
Walpole,2017,11.6453125
Walpole,2018,10.545312499999998
Walpole,2019,9.6453125
Walpole,2020,9.045312499999998
Walpole,2021,9.845312499999999
Walpole,2022,9.045312499999998
Walpole,2023,8.845312499999999
Walpole,2024,7.645312499999999
Waltham,2017,11.314285714285715
Waltham,2018,10.114285714285714
Waltham,2019,9.314285714285715
Waltham,2020,8.814285714285715
Waltham,2021,9.414285714285715
Waltham,2022,8.614285714285714
Waltham,2023,8.314285714285715
Waltham,2024,7.314285714285714
Ware,2017,9.0225
Ware,2018,8.4225
Ware,2019,7.322500000000001
Ware,2020,6.7225
Ware,2021,7.6225
Ware,2022,7.0225
Ware,2023,7.0225
Ware,2024,6.3225
Wareham,2017,8.367857142857144
Wareham,2018,7.867857142857143
Wareham,2019,6.9678571428571425
Wareham,2020,6.667857142857143
Wareham,2021,7.167857142857142
Wareham,2022,6.367857142857143
Wareham,2023,6.367857142857143
Wareham,2024,5.4678571428571425
Warren,2017,10.0
Warren,2018,9.4
Warren,2019,8.3
Warren,2020,7.7
Warren,2021,8.5
Warren,2022,7.9
Warren,2023,7.9
Warren,2024,7.1
Warwick,2017,9.4
Warwick,2018,8.9
Warwick,2019,8.1
Warwick,2020,7.5
Warwick,2021,8.3
Warwick,2022,7.6
Warwick,2023,7.5
Warwick,2024,7.6
Washington,2017,9.0
Washington,2018,8.7
Washington,2019,7.7
Washington,2020,7.3
Washington,2021,7.7
Washington,2022,7.2
Washington,2023,7.3
Washington,2024,7.2
Watertown,2017,11.405000000000001
Watertown,2018,10.105
Watertown,2019,9.305
Watertown,2020,8.905000000000001
Watertown,2021,9.405000000000001
Watertown,2022,8.605
Watertown,2023,8.205000000000002
Watertown,2024,7.105
Wayland,2017,10.650909090909092
Wayland,2018,9.55090909090909
Wayland,2019,8.650909090909092
Wayland,2020,8.150909090909092
Wayland,2021,8.850909090909092
Wayland,2022,8.150909090909092
Wayland,2023,7.95090909090909
Wayland,2024,7.050909090909091
Webster,2017,10.3
Webster,2018,9.5
Webster,2019,8.4
Webster,2020,7.8
Webster,2021,8.7
Webster,2022,7.9
Webster,2023,8.0
Webster,2024,7.0
Wellesley,2017,11.7
Wellesley,2018,10.5
Wellesley,2019,9.6
Wellesley,2020,9.1
Wellesley,2021,9.8
Wellesley,2022,9.0
Wellesley,2023,8.7
Wellesley,2024,7.6
Wellfleet,2017,7.9
Wellfleet,2018,8.1
Wellfleet,2019,7.3
Wellfleet,2020,6.9
Wellfleet,2021,7.2
Wellfleet,2022,6.6
Wellfleet,2023,6.6
Wellfleet,2024,6.0
Wendell,2017,9.4
Wendell,2018,8.9
Wendell,2019,8.1
Wendell,2020,7.5
Wendell,2021,8.3
Wendell,2022,7.6
Wendell,2023,7.5
Wendell,2024,7.6
Wenham,2017,10.4
Wenham,2018,9.6
Wenham,2019,8.8
Wenham,2020,8.3
Wenham,2021,9.2
Wenham,2022,8.5
Wenham,2023,8.2
Wenham,2024,7.2
West Boylston,2017,10.725000000000001
West Boylston,2018,10.024999999999999
West Boylston,2019,9.024999999999999
West Boylston,2020,8.425
West Boylston,2021,9.125
West Boylston,2022,8.524999999999999
West Boylston,2023,8.425
West Boylston,2024,7.825
West Bridgewater,2017,10.9
West Bridgewater,2018,9.7
West Bridgewater,2019,8.9
West Bridgewater,2020,8.3
West Bridgewater,2021,9.0
West Bridgewater,2022,8.2
West Bridgewater,2023,8.0
West Bridgewater,2024,6.9
West Brookfield,2017,9.8
West Brookfield,2018,9.3
West Brookfield,2019,8.2
West Brookfield,2020,7.6
West Brookfield,2021,8.4
West Brookfield,2022,7.8
West Brookfield,2023,7.9
West Brookfield,2024,7.1
West Newbury,2017,10.2
West Newbury,2018,9.4
West Newbury,2019,8.7
West Newbury,2020,8.1
West Newbury,2021,9.2
West Newbury,2022,8.6
West Newbury,2023,8.2
West Newbury,2024,7.2
West Springfield,2017,11.0
West Springfield,2018,10.2
West Springfield,2019,8.9
West Springfield,2020,8.3
West Springfield,2021,9.7
West Springfield,2022,8.4
West Springfield,2023,8.4
West Springfield,2024,7.9
West Stockbridge,2017,9.4
West Stockbridge,2018,8.9
West Stockbridge,2019,7.8
West Stockbridge,2020,7.5
West Stockbridge,2021,8.0
West Stockbridge,2022,7.3
West Stockbridge,2023,7.4
West Stockbridge,2024,7.5
West Tisbury,2017,7.9
West Tisbury,2018,8.2
West Tisbury,2019,7.4
West Tisbury,2020,7.1
West Tisbury,2021,7.4
West Tisbury,2022,6.7
West Tisbury,2023,6.8
West Tisbury,2024,5.8
Westborough,2017,10.926285714285715
Westborough,2018,10.026285714285715
Westborough,2019,9.026285714285715
Westborough,2020,8.426285714285715
Westborough,2021,9.326285714285714
Westborough,2022,8.626285714285714
Westborough,2023,8.526285714285715
Westborough,2024,7.726285714285714
Westfield,2017,10.22734375
Westfield,2018,9.52734375
Westfield,2019,8.427343749999999
Westfield,2020,7.82734375
Westfield,2021,9.02734375
Westfield,2022,7.9273437499999995
Westfield,2023,8.02734375
Westfield,2024,7.52734375
Westford,2017,10.027232142857143
Westford,2018,9.027232142857143
Westford,2019,8.027232142857143
Westford,2020,7.527232142857144
Westford,2021,8.227232142857142
Westford,2022,7.727232142857143
Westford,2023,7.427232142857144
Westford,2024,6.927232142857143
Westhampton,2017,9.6
Westhampton,2018,9.1
Westhampton,2019,8.1
Westhampton,2020,7.6
Westhampton,2021,8.3
Westhampton,2022,7.6
Westhampton,2023,7.7
Westhampton,2024,7.3
Westminster,2017,10.069886363636364
Westminster,2018,9.569886363636364
Westminster,2019,8.669886363636364
Westminster,2020,8.169886363636364
Westminster,2021,8.469886363636364
Westminster,2022,8.069886363636364
Westminster,2023,8.069886363636364
Westminster,2024,7.769886363636363
Weston,2017,11.5
Weston,2018,10.4
Weston,2019,9.5
Weston,2020,9.0
Weston,2021,9.6
Weston,2022,8.9
Weston,2023,8.6
Weston,2024,7.7
Westport,2017,9.4
Westport,2018,9.1
Westport,2019,8.1
Westport,2020,7.8
Westport,2021,8.3
Westport,2022,7.4
Westport,2023,7.4
Westport,2024,6.4
Westwood,2017,11.6
Westwood,2018,10.4
Westwood,2019,9.6
Westwood,2020,9.0
Westwood,2021,9.7
Westwood,2022,8.9
Westwood,2023,8.6
Westwood,2024,7.4
Weymouth,2017,11.633928571428573
Weymouth,2018,10.43392857142857
Weymouth,2019,9.73392857142857
Weymouth,2020,9.333928571428572
Weymouth,2021,9.833928571428572
Weymouth,2022,8.93392857142857
Weymouth,2023,8.73392857142857
Weymouth,2024,7.433928571428571
Whately,2017,9.8
Whately,2018,9.2
Whately,2019,8.2
Whately,2020,7.7
Whately,2021,8.6
Whately,2022,7.9
Whately,2023,7.8
Whately,2024,7.6
Whitman,2017,10.8
Whitman,2018,9.7
Whitman,2019,8.9
Whitman,2020,8.4
Whitman,2021,9.0
Whitman,2022,8.2
Whitman,2023,8.0
Whitman,2024,6.9
Wilbraham,2017,10.7
Wilbraham,2018,10.0
Wilbraham,2019,8.7
Wilbraham,2020,8.1
Wilbraham,2021,9.4
Wilbraham,2022,8.3
Wilbraham,2023,8.3
Wilbraham,2024,7.6
Williamsburg,2017,9.4
Williamsburg,2018,8.9
Williamsburg,2019,8.0
Williamsburg,2020,7.4
Williamsburg,2021,8.1
Williamsburg,2022,7.5
Williamsburg,2023,7.5
Williamsburg,2024,7.3
Williamstown,2017,8.8
Williamstown,2018,8.5
Williamstown,2019,7.6
Williamstown,2020,7.3
Williamstown,2021,7.6
Williamstown,2022,7.2
Williamstown,2023,7.1
Williamstown,2024,7.5
Wilmington,2017,10.514772727272728
Wilmington,2018,9.314772727272729
Wilmington,2019,8.414772727272727
Wilmington,2020,8.014772727272728
Wilmington,2021,8.714772727272727
Wilmington,2022,8.014772727272728
Wilmington,2023,7.614772727272727
Wilmington,2024,6.814772727272727
Winchendon,2017,8.714285714285714
Winchendon,2018,8.314285714285715
Winchendon,2019,7.514285714285714
Winchendon,2020,6.914285714285715
Winchendon,2021,7.314285714285714
Winchendon,2022,6.914285714285715
Winchendon,2023,6.814285714285714
Winchendon,2024,6.814285714285714
Winchester,2017,11.8
Winchester,2018,10.6
Winchester,2019,9.8
Winchester,2020,9.3
Winchester,2021,9.9
Winchester,2022,9.1
Winchester,2023,8.8
Winchester,2024,7.7
Windsor,2017,8.9
Windsor,2018,8.6
Windsor,2019,7.7
Windsor,2020,7.2
Windsor,2021,7.6
Windsor,2022,7.1
Windsor,2023,7.2
Windsor,2024,7.2
Winthrop,2017,11.7
Winthrop,2018,10.5
Winthrop,2019,9.8
Winthrop,2020,9.5
Winthrop,2021,9.9
Winthrop,2022,9.1
Winthrop,2023,8.7
Winthrop,2024,7.4
Woburn,2017,10.100000000000001
Woburn,2018,8.8
Woburn,2019,7.999999999999999
Woburn,2020,7.499999999999999
Woburn,2021,8.2
Woburn,2022,7.3999999999999995
Woburn,2023,6.999999999999999
Woburn,2024,6.1
Worcester,2017,10.227619047619047
Worcester,2018,9.427619047619048
Worcester,2019,8.427619047619048
Worcester,2020,7.827619047619047
Worcester,2021,8.727619047619047
Worcester,2022,7.927619047619048
Worcester,2023,7.927619047619048
Worcester,2024,7.1276190476190475
Worthington,2017,8.9
Worthington,2018,8.6
Worthington,2019,7.7
Worthington,2020,7.2
Worthington,2021,7.6
Worthington,2022,7.2
Worthington,2023,7.2
Worthington,2024,7.2
Wrentham,2017,9.950000000000001
Wrentham,2018,9.05
Wrentham,2019,8.15
Wrentham,2020,7.550000000000001
Wrentham,2021,8.450000000000001
Wrentham,2022,7.550000000000001
Wrentham,2023,7.450000000000001
Wrentham,2024,6.449999999999999
Yarmouth,2017,7.96875
Yarmouth,2018,7.768750000000001
Yarmouth,2019,7.06875
Yarmouth,2020,6.76875
Yarmouth,2021,7.06875
Yarmouth,2022,6.36875
Yarmouth,2023,6.36875
Yarmouth,2024,5.66875
