County,Year,Measurement_avg pm25
Haverhill,2020,7.5044642857142865
Haverhill,2021,8.504464285714286
Haverhill,2022,8.004464285714286
Haverhill,2023,7.604464285714286
Haverhill,2024,6.604464285714286
Hawley,2017,8.3875
Hawley,2018,8.1875
Hawley,2019,7.387499999999999
Hawley,2020,6.9875
Hawley,2021,7.2875
Hawley,2022,6.887499999999999
Hawley,2023,6.887499999999999
Hawley,2024,7.0874999999999995
Heath,2017,8.6
Heath,2018,8.4
Heath,2019,7.6
Heath,2020,7.2
Heath,2021,7.5
Heath,2022,7.1
Heath,2023,7.1
Heath,2024,7.3
Hingham,2017,10.112412587412587
Hingham,2018,9.112412587412587
Hingham,2019,8.412412587412586
Hingham,2020,8.012412587412587
Hingham,2021,8.412412587412586
Hingham,2022,7.612412587412588
Hingham,2023,7.412412587412587
Hingham,2024,6.2124125874125875
Hinsdale,2017,9.0
Hinsdale,2018,8.7
Hinsdale,2019,7.7
Hinsdale,2020,7.3
Hinsdale,2021,7.8
Hinsdale,2022,7.2
Hinsdale,2023,7.3
Hinsdale,2024,7.3
Holbrook,2017,10.03125
Holbrook,2018,8.83125
Holbrook,2019,8.03125
Holbrook,2020,7.531249999999999
Holbrook,2021,8.131250000000001
Holbrook,2022,7.33125
Holbrook,2023,7.031249999999999
Holbrook,2024,5.83125
Holden,2017,9.913636363636364
Holden,2018,9.113636363636363
Holden,2019,8.213636363636363
Holden,2020,7.613636363636363
Holden,2021,8.313636363636363
Holden,2022,7.713636363636363
Holden,2023,7.613636363636363
Holden,2024,6.913636363636363
Holland,2017,10.0
Holland,2018,9.4
Holland,2019,8.2
Holland,2020,7.6
Holland,2021,8.4
Holland,2022,7.8
Holland,2023,7.9
Holland,2024,7.0
Holliston,2017,11.0
Holliston,2018,10.0
Holliston,2019,9.1
Holliston,2020,8.5
Holliston,2021,9.3
Holliston,2022,8.6
Holliston,2023,8.4
Holliston,2024,7.5
Holyoke,2017,11.128409090909091
Holyoke,2018,10.32840909090909
Holyoke,2019,9.128409090909091
Holyoke,2020,8.628409090909091
Holyoke,2021,9.92840909090909
Holyoke,2022,8.728409090909091
Holyoke,2023,8.728409090909091
Holyoke,2024,8.228409090909091
Hopedale,2017,10.5
Hopedale,2018,9.8
Hopedale,2019,8.8
Hopedale,2020,8.2
Hopedale,2021,9.1
Hopedale,2022,8.3
Hopedale,2023,8.3
Hopedale,2024,7.3
Hopkinton,2017,10.029687500000001
Hopkinton,2018,9.1296875
Hopkinton,2019,8.2296875
Hopkinton,2020,7.6296875
Hopkinton,2021,8.4296875
Hopkinton,2022,7.7296875
Hopkinton,2023,7.6296875
Hopkinton,2024,6.7296875
Hubbardston,2017,8.0125
Hubbardston,2018,7.5125
Hubbardston,2019,6.6125
Hubbardston,2020,6.0125
Hubbardston,2021,6.5125
Hubbardston,2022,6.0125
Hubbardston,2023,6.0125
Hubbardston,2024,5.6125
Hudson,2017,9.950000000000001
Hudson,2018,9.05
Hudson,2019,8.05
Hudson,2020,7.550000000000001
Hudson,2021,8.25
Hudson,2022,7.65
Hudson,2023,7.450000000000001
Hudson,2024,6.85
Hull,2017,10.9
Hull,2018,9.9
Hull,2019,9.2
Hull,2020,8.9
Hull,2021,9.3
Hull,2022,8.5
Hull,2023,8.3
Hull,2024,7.1
Huntington,2017,8.218181818181819
Huntington,2018,7.818181818181818
Huntington,2019,6.818181818181818
Huntington,2020,6.318181818181818
Huntington,2021,6.918181818181818
Huntington,2022,6.418181818181818
Huntington,2023,6.418181818181818
Huntington,2024,6.118181818181818
Ipswich,2017,10.2
Ipswich,2018,9.5
Ipswich,2019,8.7
Ipswich,2020,8.2
Ipswich,2021,9.1
Ipswich,2022,8.5
Ipswich,2023,8.2
Ipswich,2024,7.2
Kingston,2017,10.65
Kingston,2018,9.95
Kingston,2019,9.15
Kingston,2020,8.75
Kingston,2021,9.25
Kingston,2022,8.45
Kingston,2023,8.35
Kingston,2024,7.449999999999999
Lakeville,2017,10.2
Lakeville,2018,9.4
Lakeville,2019,8.5
Lakeville,2020,8.0
Lakeville,2021,8.7
Lakeville,2022,7.8
Lakeville,2023,7.7
Lakeville,2024,6.8
Lancaster,2017,11.08589876033058
Lancaster,2018,10.285898760330578
Lancaster,2019,9.285898760330578
Lancaster,2020,8.785898760330578
Lancaster,2021,9.385898760330578
Lancaster,2022,8.885898760330578
Lancaster,2023,8.785898760330578
Lancaster,2024,8.285898760330578
Lanesborough,2017,7.570454545454545
Lanesborough,2018,7.270454545454545
Lanesborough,2019,6.2704545454545455
Lanesborough,2020,5.870454545454545
Lanesborough,2021,6.370454545454545
Lanesborough,2022,5.870454545454545
Lanesborough,2023,5.870454545454545
Lanesborough,2024,5.970454545454546
Lawrence,2017,10.493501082251083
Lawrence,2018,9.393501082251083
Lawrence,2019,8.493501082251083
Lawrence,2020,7.993501082251082
Lawrence,2021,8.893501082251083
Lawrence,2022,8.293501082251083
Lawrence,2023,7.893501082251082
Lawrence,2024,7.093501082251082
Lee,2017,9.2
Lee,2018,8.8
Lee,2019,7.8
Lee,2020,7.4
Lee,2021,7.9
Lee,2022,7.2
Lee,2023,7.3
Lee,2024,7.3
Leicester,2017,10.3
Leicester,2018,9.6
Leicester,2019,8.5
Leicester,2020,7.9
Leicester,2021,8.8
Leicester,2022,8.0
Leicester,2023,8.1
Leicester,2024,7.2
Lenox,2017,9.2
Lenox,2018,8.8
Lenox,2019,7.8
Lenox,2020,7.5
Lenox,2021,8.0
Lenox,2022,7.3
Lenox,2023,7.4
Lenox,2024,7.4
Leominster,2017,9.25
Leominster,2018,8.55
Leominster,2019,7.65
Leominster,2020,7.050000000000001
Leominster,2021,7.550000000000001
Leominster,2022,7.15
Leominster,2023,7.050000000000001
Leominster,2024,6.65
Leverett,2017,9.7
Leverett,2018,9.1
Leverett,2019,8.1
Leverett,2020,7.6
Leverett,2021,8.4
Leverett,2022,7.8
Leverett,2023,7.7
Leverett,2024,7.4
Lexington,2017,11.413636363636364
Lexington,2018,10.113636363636363
Lexington,2019,9.313636363636363
Lexington,2020,8.813636363636363
Lexington,2021,9.413636363636364
Lexington,2022,8.713636363636363
Lexington,2023,8.313636363636363
Lexington,2024,7.413636363636363
Leyden,2017,9.3
Leyden,2018,8.9
Leyden,2019,8.1
Leyden,2020,7.5
Leyden,2021,8.3
Leyden,2022,7.6
Leyden,2023,7.4
Leyden,2024,7.7
Lincoln,2017,11.4
Lincoln,2018,10.3
Lincoln,2019,9.4
Lincoln,2020,8.9
Lincoln,2021,9.5
Lincoln,2022,8.9
Lincoln,2023,8.6
Lincoln,2024,7.7
Littleton,2017,10.7
Littleton,2018,9.8
Littleton,2019,8.8
Littleton,2020,8.3
Littleton,2021,8.9
Littleton,2022,8.4
Littleton,2023,8.2
Littleton,2024,7.7
Longmeadow,2017,9.83125
Longmeadow,2018,9.03125
Longmeadow,2019,7.73125
Longmeadow,2020,7.1312500000000005
Longmeadow,2021,8.53125
Longmeadow,2022,7.23125
Longmeadow,2023,7.23125
Longmeadow,2024,6.73125
Lowell,2017,10.687624950806768
Lowell,2018,9.587624950806768
Lowell,2019,8.587624950806768
Lowell,2020,8.187624950806768
Lowell,2021,8.887624950806769
Lowell,2022,8.28762495080677
Lowell,2023,7.987624950806769
Lowell,2024,7.387624950806769
Ludlow,2017,9.964571428571428
Ludlow,2018,9.164571428571428
Ludlow,2019,7.964571428571429
Ludlow,2020,7.364571428571428
Ludlow,2021,8.664571428571428
Ludlow,2022,7.564571428571429
Ludlow,2023,7.564571428571429
Ludlow,2024,6.964571428571428
Lunenburg,2017,10.1
Lunenburg,2018,9.4
Lunenburg,2019,8.4
Lunenburg,2020,7.9
Lunenburg,2021,8.4
Lunenburg,2022,7.9
Lunenburg,2023,7.8
Lunenburg,2024,7.4
Lynn,2017,11.278053977272727
Lynn,2018,10.178053977272729
Lynn,2019,9.378053977272728
Lynn,2020,8.978053977272726
Lynn,2021,9.578053977272727
Lynn,2022,8.778053977272727
Lynn,2023,8.478053977272726
Lynn,2024,7.378053977272727
Lynnfield,2017,10.467857142857143
Lynnfield,2018,9.267857142857144
Lynnfield,2019,8.367857142857144
Lynnfield,2020,7.9678571428571425
Lynnfield,2021,8.767857142857144
Lynnfield,2022,7.9678571428571425
Lynnfield,2023,7.567857142857142
Lynnfield,2024,6.567857142857142
Malden,2017,11.01909090909091
Malden,2018,9.819090909090908
Malden,2019,9.01909090909091
Malden,2020,8.61909090909091
Malden,2021,9.11909090909091
Malden,2022,8.319090909090908
Malden,2023,7.91909090909091
Malden,2024,6.819090909090909
Manchester,2017,9.6
Manchester,2018,9.1
Manchester,2019,8.4
Manchester,2020,8.0
Manchester,2021,8.6
Manchester,2022,8.1
Manchester,2023,7.9
Manchester,2024,7.0
Mansfield,2017,10.9
Mansfield,2018,9.9
Mansfield,2019,9.0
Mansfield,2020,8.4
Mansfield,2021,9.3
Mansfield,2022,8.4
Mansfield,2023,8.2
Mansfield,2024,7.2
Marblehead,2017,10.033333333333333
Marblehead,2018,9.133333333333333
Marblehead,2019,8.433333333333334
Marblehead,2020,8.033333333333333
Marblehead,2021,8.633333333333333
Marblehead,2022,8.033333333333333
Marblehead,2023,7.733333333333334
Marblehead,2024,6.633333333333333
Marion,2017,9.2
Marion,2018,8.8
Marion,2019,7.9
Marion,2020,7.6
Marion,2021,8.1
Marion,2022,7.3
Marion,2023,7.3
Marion,2024,6.3
Marlborough,2017,10.770652173913044
Marlborough,2018,9.770652173913044
Marlborough,2019,8.870652173913044
Marlborough,2020,8.270652173913044
Marlborough,2021,9.070652173913043
Marlborough,2022,8.470652173913043
Marlborough,2023,8.270652173913044
Marlborough,2024,7.570652173913043
Marshfield,2017,9.9
Marshfield,2018,9.1
Marshfield,2019,8.4
Marshfield,2020,8.0
Marshfield,2021,8.4
Marshfield,2022,7.7
Marshfield,2023,7.6
Marshfield,2024,6.6
Mashpee,2017,9.0
Mashpee,2018,8.6
Mashpee,2019,7.8
Mashpee,2020,7.5
Mashpee,2021,7.9
Mashpee,2022,7.1
Mashpee,2023,7.1
Mashpee,2024,6.3
Mattapoisett,2017,8.928068181818182
Mattapoisett,2018,8.628068181818183
Mattapoisett,2019,7.728068181818182
Mattapoisett,2020,7.328068181818182
Mattapoisett,2021,7.828068181818182
Mattapoisett,2022,7.028068181818182
Mattapoisett,2023,7.128068181818182
Mattapoisett,2024,6.128068181818182
Maynard,2017,10.6875
Maynard,2018,9.6875
Maynard,2019,8.7875
Maynard,2020,8.1875
Maynard,2021,8.8875
Maynard,2022,8.3875
Maynard,2023,8.1875
Maynard,2024,7.4875
Medfield,2017,11.2
Medfield,2018,10.1
Medfield,2019,9.2
Medfield,2020,8.7
Medfield,2021,9.5
Medfield,2022,8.7
Medfield,2023,8.5
Medfield,2024,7.4
Medford,2017,11.195535714285715
Medford,2018,9.995535714285715
Medford,2019,9.195535714285715
Medford,2020,8.795535714285714
Medford,2021,9.295535714285714
Medford,2022,8.495535714285715
Medford,2023,8.095535714285715
Medford,2024,6.895535714285714
Medway,2017,10.065909090909091
Medway,2018,9.165909090909091
Medway,2019,8.26590909090909
Medway,2020,7.665909090909091
Medway,2021,8.565909090909091
Medway,2022,7.765909090909091
Medway,2023,7.665909090909091
Medway,2024,6.665909090909091
Melrose,2017,11.8
Melrose,2018,10.6
Melrose,2019,9.8
Melrose,2020,9.3
Melrose,2021,9.9
Melrose,2022,9.1
Melrose,2023,8.7
Melrose,2024,7.6
Mendon,2017,9.4225
Mendon,2018,8.7225
Mendon,2019,7.722499999999999
Mendon,2020,7.222499999999999
Mendon,2021,8.122499999999999
Mendon,2022,7.222499999999999
Mendon,2023,7.222499999999999
Mendon,2024,6.2225
Merrimac,2017,9.987499999999999
Merrimac,2018,9.1875
Merrimac,2019,8.487499999999999
Merrimac,2020,7.887499999999999
Merrimac,2021,8.987499999999999
Merrimac,2022,8.3875
Merrimac,2023,7.987499999999999
Merrimac,2024,7.0874999999999995
Methuen,2017,11.707142857142857
Methuen,2018,10.607142857142858
Methuen,2019,9.707142857142857
Methuen,2020,9.207142857142857
Methuen,2021,10.107142857142858
Methuen,2022,9.507142857142858
Methuen,2023,9.107142857142858
Methuen,2024,8.407142857142857
Middleborough,2017,9.165401785714286
Middleborough,2018,8.265401785714285
Middleborough,2019,7.365401785714286
Middleborough,2020,6.965401785714286
Middleborough,2021,7.565401785714285
Middleborough,2022,6.765401785714286
Middleborough,2023,6.565401785714286
Middleborough,2024,5.665401785714286
Middlefield,2017,8.9
Middlefield,2018,8.6
Middlefield,2019,7.7
Middlefield,2020,7.2
Middlefield,2021,7.6
Middlefield,2022,7.2
Middlefield,2023,7.2
Middlefield,2024,7.2
Middleton,2017,9.860227272727272
Middleton,2018,8.760227272727272
Middleton,2019,7.9602272727272725
Middleton,2020,7.4602272727272725
Middleton,2021,8.360227272727272
Middleton,2022,7.6602272727272736
Middleton,2023,7.260227272727273
Middleton,2024,6.260227272727273
Milford,2017,10.015749999999999
Milford,2018,9.21575
Milford,2019,8.21575
Milford,2020,7.61575
Milford,2021,8.515749999999999
Milford,2022,7.71575
Milford,2023,7.71575
Milford,2024,6.71575
Millbury,2017,10.5
Millbury,2018,9.7
Millbury,2019,8.7
Millbury,2020,8.1
Millbury,2021,9.0
Millbury,2022,8.2
Millbury,2023,8.2
Millbury,2024,7.3
Millis,2017,10.9
Millis,2018,10.0
Millis,2019,9.0
Millis,2020,8.5
Millis,2021,9.3
Millis,2022,8.5
Millis,2023,8.4
Millis,2024,7.3
Millville,2017,10.2
Millville,2018,9.6
Millville,2019,8.6
Millville,2020,8.1
Millville,2021,9.0
Millville,2022,8.1
Millville,2023,8.1
Millville,2024,7.1
Milton,2017,10.895454545454545
Milton,2018,9.595454545454544
Milton,2019,8.795454545454547
Milton,2020,8.395454545454545
Milton,2021,8.895454545454545
Milton,2022,7.995454545454545
Milton,2023,7.695454545454544
Milton,2024,6.295454545454545
Monroe,2017,8.6
Monroe,2018,8.4
Monroe,2019,7.6
Monroe,2020,7.2
Monroe,2021,7.5
Monroe,2022,7.1
Monroe,2023,7.1
Monroe,2024,7.3
Monson,2017,10.4
Monson,2018,9.7
Monson,2019,8.5
Monson,2020,7.9
Monson,2021,8.9
Monson,2022,8.1
Monson,2023,8.1
Monson,2024,7.3
Montague,2017,9.6
Montague,2018,9.1
Montague,2019,8.2
Montague,2020,7.6
Montague,2021,8.5
Montague,2022,7.8
Montague,2023,7.7
Montague,2024,7.7
Monterey,2017,8.713636363636363
Monterey,2018,8.313636363636363
Monterey,2019,7.3136363636363635
Monterey,2020,6.913636363636363
Monterey,2021,7.3136363636363635
Monterey,2022,6.713636363636363
Monterey,2023,6.913636363636363
Monterey,2024,6.8136363636363635
Montgomery,2017,9.3
Montgomery,2018,8.9
Montgomery,2019,7.8
Montgomery,2020,7.3
Montgomery,2021,7.9
Montgomery,2022,7.3
Montgomery,2023,7.5
Montgomery,2024,7.2
Mount Washington,2017,9.5
Mount Washington,2018,8.9
Mount Washington,2019,7.7
Mount Washington,2020,7.4
Mount Washington,2021,7.8
Mount Washington,2022,7.2
Mount Washington,2023,7.3
Mount Washington,2024,7.5
Nahant,2017,11.0
Nahant,2018,10.0
Nahant,2019,9.3
Nahant,2020,8.9
Nahant,2021,9.5
Nahant,2022,8.7
Nahant,2023,8.4
Nahant,2024,7.2
Nantucket,2017,6.350781250000001
Nantucket,2018,6.750781249999999
Nantucket,2019,6.15078125
Nantucket,2020,5.850781250000001
Nantucket,2021,5.95078125
Nantucket,2022,5.45078125
Nantucket,2023,5.350781250000001
Nantucket,2024,4.95078125
Natick,2017,11.4
Natick,2018,10.3
Natick,2019,9.4
Natick,2020,8.8
Natick,2021,9.6
Natick,2022,8.8
Natick,2023,8.6
Natick,2024,7.6
Needham,2017,10.713392857142857
Needham,2018,9.513392857142858
Needham,2019,8.713392857142857
Needham,2020,8.213392857142857
Needham,2021,8.813392857142858
Needham,2022,8.013392857142858
Needham,2023,7.713392857142856
Needham,2024,6.513392857142857
New Ashford,2017,9.2
New Ashford,2018,8.8
New Ashford,2019,7.8
New Ashford,2020,7.4
New Ashford,2021,7.9
New Ashford,2022,7.4
New Ashford,2023,7.4
New Ashford,2024,7.5
New Bedford,2017,9.342797619047618
New Bedford,2018,8.742797619047618
New Bedford,2019,7.842797619047618
New Bedford,2020,7.442797619047619
New Bedford,2021,8.042797619047619
New Bedford,2022,7.142797619047618
New Bedford,2023,7.142797619047618
New Bedford,2024,6.242797619047618
New Braintree,2017,9.6
New Braintree,2018,9.1
New Braintree,2019,8.1
New Braintree,2020,7.5
New Braintree,2021,8.2
New Braintree,2022,7.7
New Braintree,2023,7.7
New Braintree,2024,7.1
New Marlborough,2017,9.1
New Marlborough,2018,8.7
New Marlborough,2019,7.5
New Marlborough,2020,7.2
New Marlborough,2021,7.6
New Marlborough,2022,7.0
New Marlborough,2023,7.2
New Marlborough,2024,7.2
New Salem,2017,9.7
New Salem,2018,9.1
New Salem,2019,8.1
New Salem,2020,7.6
New Salem,2021,8.4
New Salem,2022,7.8
New Salem,2023,7.7
New Salem,2024,7.4
Newbury,2017,9.9
Newbury,2018,9.3
Newbury,2019,8.5
Newbury,2020,8.0
Newbury,2021,9.0
Newbury,2022,8.4
Newbury,2023,8.1
Newbury,2024,7.1
Newburyport,2017,9.504999999999999
Newburyport,2018,8.805
Newburyport,2019,8.104999999999999
Newburyport,2020,7.6049999999999995
Newburyport,2021,8.504999999999999
Newburyport,2022,8.004999999999999
Newburyport,2023,7.6049999999999995
Newburyport,2024,6.605
Newton,2017,11.575
Newton,2018,10.274999999999999
Newton,2019,9.475
Newton,2020,8.975
Newton,2021,9.575
Newton,2022,8.774999999999999
Newton,2023,8.475
Newton,2024,7.275
Norfolk,2017,10.9
Norfolk,2018,10.0
Norfolk,2019,9.0
Norfolk,2020,8.4
Norfolk,2021,9.3
Norfolk,2022,8.5
Norfolk,2023,8.4
Norfolk,2024,7.3
North Adams,2017,8.7
North Adams,2018,8.5
North Adams,2019,7.6
North Adams,2020,7.2
North Adams,2021,7.6
North Adams,2022,7.1
North Adams,2023,7.1
North Adams,2024,7.4
North Andover,2017,11.474733302411874
North Andover,2018,10.374733302411874
North Andover,2019,9.474733302411874
North Andover,2020,9.074733302411873
North Andover,2021,9.974733302411874
North Andover,2022,9.274733302411875
North Andover,2023,8.874733302411874
North Andover,2024,7.974733302411874
North Attleborough,2017,9.946581818181818
North Attleborough,2018,9.246581818181818
North Attleborough,2019,8.246581818181818
North Attleborough,2020,7.746581818181818
North Attleborough,2021,8.646581818181819
North Attleborough,2022,7.646581818181819
North Attleborough,2023,7.546581818181817
North Attleborough,2024,6.646581818181818
North Brookfield,2017,9.413636363636364
North Brookfield,2018,8.813636363636363
North Brookfield,2019,7.813636363636363
North Brookfield,2020,7.213636363636363
North Brookfield,2021,8.013636363636364
North Brookfield,2022,7.413636363636363
North Brookfield,2023,7.413636363636363
North Brookfield,2024,6.613636363636363
North Reading,2017,13.0
North Reading,2018,11.799999999999999
North Reading,2019,11.0
North Reading,2020,10.5
North Reading,2021,11.299999999999999
North Reading,2022,10.6
North Reading,2023,10.2
North Reading,2024,9.299999999999999
Northampton,2017,10.3
Northampton,2018,9.5
Northampton,2019,8.5
Northampton,2020,7.9
Northampton,2021,9.0
Northampton,2022,8.2
Northampton,2023,8.1
Northampton,2024,7.7
Northborough,2017,11.72627840909091
Northborough,2018,10.82627840909091
Northborough,2019,9.82627840909091
Northborough,2020,9.32627840909091
Northborough,2021,10.126278409090908
Northborough,2022,9.426278409090909
Northborough,2023,9.32627840909091
Northborough,2024,8.626278409090908
Northbridge,2017,10.765625
Northbridge,2018,9.965625
Northbridge,2019,8.965625
Northbridge,2020,8.465625
Northbridge,2021,9.365625
Northbridge,2022,8.465625
Northbridge,2023,8.565625
Northbridge,2024,7.565625
Northfield,2017,9.4
Northfield,2018,8.9
Northfield,2019,8.1
Northfield,2020,7.5
Northfield,2021,8.3
Northfield,2022,7.6
Northfield,2023,7.5
Northfield,2024,7.7
Norton,2017,10.26875
Norton,2018,9.26875
Norton,2019,8.36875
Norton,2020,7.86875
Norton,2021,8.66875
Norton,2022,7.768750000000001
Norton,2023,7.56875
Norton,2024,6.66875
Norwell,2017,10.4
Norwell,2018,9.4
Norwell,2019,8.7
Norwell,2020,8.3
Norwell,2021,8.7
Norwell,2022,8.0
Norwell,2023,7.8
Norwell,2024,6.8
Norwood,2017,10.65
Norwood,2018,9.450000000000001
Norwood,2019,8.65
Norwood,2020,8.05
Norwood,2021,8.75
Norwood,2022,7.950000000000001
Norwood,2023,7.65
Norwood,2024,6.449999999999999
Oak Bluffs,2017,9.253571428571428
Oak Bluffs,2018,9.353571428571428
Oak Bluffs,2019,8.553571428571429
Oak Bluffs,2020,8.253571428571428
Oak Bluffs,2021,8.653571428571428
Oak Bluffs,2022,7.953571428571427
Oak Bluffs,2023,7.953571428571427
Oak Bluffs,2024,7.1535714285714285
Oakham,2017,9.7
Oakham,2018,9.1
Oakham,2019,8.2
Oakham,2020,7.6
Oakham,2021,8.2
Oakham,2022,7.7
Oakham,2023,7.7
Oakham,2024,7.1
Orange,2017,9.4
Orange,2018,8.9
Orange,2019,8.0
Orange,2020,7.5
Orange,2021,8.1
Orange,2022,7.6
Orange,2023,7.5
Orange,2024,7.5
Orleans,2017,8.0
Orleans,2018,8.1
Orleans,2019,7.4
Orleans,2020,7.0
Orleans,2021,7.3
Orleans,2022,6.7
Orleans,2023,6.6
Orleans,2024,6.1
Otis,2017,9.0
Otis,2018,8.7
Otis,2019,7.6
Otis,2020,7.2
Otis,2021,7.6
Otis,2022,7.1
Otis,2023,7.3
Otis,2024,7.1
Oxford,2017,9.705
Oxford,2018,8.905
Oxford,2019,7.905
Oxford,2020,7.305000000000001
Oxford,2021,8.205
Oxford,2022,7.405
Oxford,2023,7.505
Oxford,2024,6.505
Palmer,2017,10.4
Palmer,2018,9.7
Palmer,2019,8.5
Palmer,2020,7.9
Palmer,2021,9.0
Palmer,2022,8.2
Palmer,2023,8.2
Palmer,2024,7.4
Paxton,2017,8.5125
Paxton,2018,7.9125000000000005
Paxton,2019,6.9125000000000005
Paxton,2020,6.3125
Paxton,2021,7.0125
Paxton,2022,6.4125000000000005
Paxton,2023,6.4125000000000005
Paxton,2024,5.6125
Peabody,2017,10.450000000000001
Peabody,2018,9.35
Peabody,2019,8.55
Peabody,2020,8.05
Peabody,2021,8.85
Peabody,2022,8.15
Peabody,2023,7.75
Peabody,2024,6.75
Pelham,2017,9.9
Pelham,2018,9.3
Pelham,2019,8.3
Pelham,2020,7.7
Pelham,2021,8.7
Pelham,2022,8.0
Pelham,2023,7.9
Pelham,2024,7.5
Pembroke,2017,10.2
Pembroke,2018,9.3
Pembroke,2019,8.5
Pembroke,2020,8.1
Pembroke,2021,8.6
Pembroke,2022,7.9
Pembroke,2023,7.7
Pembroke,2024,6.7
Pepperell,2017,9.450000000000001
Pepperell,2018,8.65
Pepperell,2019,7.75
Pepperell,2020,7.25
Pepperell,2021,7.75
Pepperell,2022,7.25
Pepperell,2023,7.15
Pepperell,2024,6.75
Peru,2017,8.9
Peru,2018,8.6
Peru,2019,7.7
Peru,2020,7.2
Peru,2021,7.6
Peru,2022,7.1
Peru,2023,7.2
Peru,2024,7.2
Petersham,2017,10.15
Petersham,2018,9.75
Petersham,2019,8.85
Petersham,2020,8.25
Petersham,2021,8.85
Petersham,2022,8.35
Petersham,2023,8.35
Petersham,2024,8.05
Phillipston,2017,9.3
Phillipston,2018,8.9
Phillipston,2019,8.0
Phillipston,2020,7.4
Phillipston,2021,8.0
Phillipston,2022,7.5
Phillipston,2023,7.5
Phillipston,2024,7.2
Pittsfield,2017,8.681818181818182
Pittsfield,2018,8.281818181818181
Pittsfield,2019,7.381818181818182
Pittsfield,2020,6.9818181818181815
Pittsfield,2021,7.4818181818181815
Pittsfield,2022,6.881818181818182
Pittsfield,2023,6.881818181818182
Pittsfield,2024,6.9818181818181815
Plainfield,2017,8.9
Plainfield,2018,8.6
Plainfield,2019,7.7
Plainfield,2020,7.2
Plainfield,2021,7.6
Plainfield,2022,7.2
Plainfield,2023,7.2
Plainfield,2024,7.2
Plainville,2017,10.70625
Plainville,2018,9.90625
Plainville,2019,8.90625
Plainville,2020,8.40625
Plainville,2021,9.306249999999999
Plainville,2022,8.40625
Plainville,2023,8.306249999999999
Plainville,2024,7.30625
Plymouth,2017,9.964285714285714
Plymouth,2018,9.364285714285714
Plymouth,2019,8.564285714285713
Plymouth,2020,8.164285714285715
Plymouth,2021,8.664285714285715
Plymouth,2022,7.9642857142857135
Plymouth,2023,7.864285714285714
Plymouth,2024,6.9642857142857135
Plympton,2017,11.221875
Plympton,2018,10.421875
Plympton,2019,9.621875
Plympton,2020,9.121875
Plympton,2021,9.721875
Plympton,2022,8.921875
Plympton,2023,8.821874999999999
Plympton,2024,7.8218749999999995
Princeton,2017,9.8
Princeton,2018,9.2
Princeton,2019,8.2
Princeton,2020,7.7
Princeton,2021,8.2
Princeton,2022,7.7
Princeton,2023,7.7
Princeton,2024,7.2
Provincetown,2017,7.9
Provincetown,2018,8.1
Provincetown,2019,7.4
Provincetown,2020,7.0
Provincetown,2021,7.2
Provincetown,2022,6.7
Provincetown,2023,6.7
Provincetown,2024,6.0
Quincy,2017,11.992534090909091
Quincy,2018,10.69253409090909
Quincy,2019,9.892534090909091
Quincy,2020,9.492534090909091
Quincy,2021,10.09253409090909
Quincy,2022,9.09253409090909
Quincy,2023,8.79253409090909
Quincy,2024,7.492534090909091
Randolph,2017,10.65
Randolph,2018,9.450000000000001
Randolph,2019,8.65
Randolph,2020,8.15
Randolph,2021,8.75
Randolph,2022,7.85
Randolph,2023,7.550000000000001
Randolph,2024,6.25
Raynham,2017,10.6
Raynham,2018,9.6
Raynham,2019,8.7
Raynham,2020,8.2
Raynham,2021,8.9
Raynham,2022,8.1
Raynham,2023,7.9
Raynham,2024,6.9
Reading,2017,10.02142857142857
Reading,2018,8.821428571428571
Reading,2019,7.921428571428571
Reading,2020,7.421428571428571
Reading,2021,8.221428571428572
Reading,2022,7.421428571428571
Reading,2023,7.0214285714285705
Reading,2024,6.121428571428572
Rehoboth,2017,9.131250000000001
Rehoboth,2018,8.53125
Rehoboth,2019,7.531249999999999
Rehoboth,2020,7.031249999999999
Rehoboth,2021,7.83125
Rehoboth,2022,6.83125
Rehoboth,2023,6.83125
Rehoboth,2024,5.9312499999999995
Revere,2017,11.7
Revere,2018,10.5
Revere,2019,9.8
Revere,2020,9.4
Revere,2021,9.9
Revere,2022,9.1
Revere,2023,8.7
Revere,2024,7.6
Richmond,2017,9.2
Richmond,2018,8.8
Richmond,2019,7.8
Richmond,2020,7.4
Richmond,2021,7.9
Richmond,2022,7.4
Richmond,2023,7.4
Richmond,2024,7.5
Rochester,2017,9.6
Rochester,2018,9.0
Rochester,2019,8.1
Rochester,2020,7.7
Rochester,2021,8.3
Rochester,2022,7.4
Rochester,2023,7.4
Rochester,2024,6.5
Rockland,2017,10.9
Rockland,2018,9.7
Rockland,2019,9.0
Rockland,2020,8.5
Rockland,2021,9.0
Rockland,2022,8.2
Rockland,2023,8.0
Rockland,2024,6.9
Rockport,2017,8.9
Rockport,2018,8.7
Rockport,2019,8.0
Rockport,2020,7.6
Rockport,2021,8.1
Rockport,2022,7.7
Rockport,2023,7.5
Rockport,2024,6.7
Rowe,2017,8.6
Rowe,2018,8.4
Rowe,2019,7.6
Rowe,2020,7.2
Rowe,2021,7.5
Rowe,2022,7.1
Rowe,2023,7.1
Rowe,2024,7.3
Rowley,2017,9.2225
Rowley,2018,8.4225
Rowley,2019,7.722499999999999
Rowley,2020,7.222499999999999
Rowley,2021,8.122499999999999
Rowley,2022,7.5225
